x,y
436.0,32.0
460.0,40.0
483.0,32.0
470.0,68.0
500.0,92.0
524.0,112.0
424.0,72.0
448.0,84.0
460.0,88.0
452.0,0.0
456.0,0.0
476.0,0.0
428.0,0.0
486.0,0.0
516.0,0.0
484.0,28.0
489.0,0.0
492.0,56.0
460.0,68.0
488.0,80.0
472.0,96.0
456.0,112.0
480.0,124.0
504.0,144.0
510.0,148.0
454.0,66.0
479.0,40.0
492.0,44.0
484.0,48.0
440.0,0.0
416.0,0.0
432.0,0.0
432.0,0.0
456.0,0.0
408.0,0.0
384.0,0.0
356.0,0.0
364.0,0.0
312.0,0.0
328.0,0.0
356.0,0.0
476.0,0.0
496.0,0.0
476.0,0.0
492.0,0.0
288.0,0.0
284.0,0.0
284.0,0.0
288.0,0.0
292.0,0.0
332.0,0.0
514.0,28.0
488.0,44.0
504.0,52.0
460.0,56.0
460.0,56.0
480.0,68.0
512.0,28.0
460.0,28.0
488.0,24.0
512.0,36.0
464.0,44.0
492.0,44.0
506.0,44.0
516.0,48.0
500.0,68.0
512.0,80.0
464.0,92.0
436.0,40.0
468.0,0.0
460.0,0.0
476.0,0.0
444.0,0.0
420.0,0.0
444.0,0.0
472.0,0.0
464.0,0.0
460.0,0.0
460.0,0.0
398.0,0.0
400.0,0.0
416.0,0.0
442.0,0.0
428.0,0.0
444.0,0.0
460.0,0.0
464.0,0.0
428.0,0.0
504.0,0.0
564.0,0.0
456.0,0.0
460.0,0.0
468.0,0.0
492.0,0.0
488.0,0.0
480.0,0.0
396.0,0.0
404.0,0.0
404.0,0.0
404.0,0.0
404.0,0.0
464.0,0.0
398.0,0.0
416.0,0.0
402.0,0.0
376.0,0.0
382.0,0.0
372.0,0.0
380.0,0.0
408.0,0.0
432.0,0.0
396.0,0.0
364.0,0.0
380.0,0.0
432.0,0.0
404.0,0.0
586.0,16.0
500.0,20.0
532.0,8.0
540.0,28.0
564.0,40.0
552.0,68.0
564.0,92.0
596.0,104.0
456.0,0.0
476.0,12.0
524.0,0.0
536.0,0.0
516.0,0.0
512.0,0.0
500.0,0.0
476.0,0.0
396.0,0.0
394.0,0.0
392.0,0.0
392.0,0.0
396.0,0.0
384.0,0.0
432.0,0.0
440.0,0.0
476.0,0.0
472.0,0.0
490.0,0.0
480.0,0.0
474.0,0.0
464.0,0.0
392.0,0.0
406.0,0.0
500.0,0.0
492.0,0.0
402.0,0.0
400.0,0.0
402.0,0.0
404.0,0.0
406.0,0.0
406.0,0.0
406.0,0.0
408.0,0.0
408.0,0.0
408.0,0.0
408.0,0.0
406.0,0.0
448.0,0.0
428.0,0.0
406.0,0.0
406.0,0.0
412.0,0.0
408.0,0.0
410.0,0.0
412.0,0.0
412.0,0.0
412.0,0.0
410.0,0.0
412.0,0.0
412.0,0.0
412.0,0.0
412.0,0.0
412.0,0.0
412.0,0.0
412.0,0.0
412.0,0.0
408.0,0.0
408.0,0.0
356.0,0.0
360.0,0.0
376.0,0.0
384.0,0.0
400.0,0.0
392.0,0.0
376.0,0.0
376.0,0.0
416.0,0.0
416.0,0.0
436.0,0.0
408.0,0.0
416.0,0.0
416.0,0.0
416.0,0.0
424.0,0.0
422.0,0.0
418.0,0.0
416.0,0.0
412.0,0.0
412.0,0.0
416.0,0.0
418.0,0.0
416.0,0.0
420.0,0.0
420.0,0.0
422.0,0.0
424.0,0.0
422.0,0.0
424.0,0.0
426.0,0.0
416.0,0.0
392.0,0.0
428.0,0.0
416.0,0.0
480.0,0.0
415.0,0.0
364.0,0.0
382.0,0.0
384.0,0.0
368.0,0.0
396.0,0.0
388.0,0.0
388.0,0.0
460.0,0.0
408.0,0.0
420.0,0.0
492.0,0.0
520.0,0.0
504.0,0.0
388.0,0.0
416.0,0.0
396.0,0.0
404.0,0.0
390.0,0.0
378.0,0.0
482.0,0.0
508.0,0.0
392.0,0.0
400.0,0.0
396.0,0.0
396.0,0.0
388.0,0.0
488.0,0.0
484.0,0.0
476.0,0.0
368.0,0.0
384.0,0.0
412.0,0.0
428.0,0.0
536.0,0.0
596.0,0.0
632.0,4.0
