x,y
532.0,340.0
532.0,340.0
532.0,340.0
532.0,340.0
532.0,344.0
532.0,344.0
532.0,348.0
532.0,344.0
536.0,344.0
536.0,336.0
536.0,344.0
532.0,348.0
536.0,348.0
536.0,348.0
536.0,348.0
536.0,348.0
536.0,348.0
540.0,348.0
540.0,348.0
540.0,348.0
540.0,348.0
540.0,348.0
544.0,348.0
544.0,348.0
544.0,348.0
544.0,348.0
544.0,352.0
544.0,352.0
544.0,352.0
544.0,352.0
544.0,352.0
548.0,352.0
548.0,352.0
548.0,352.0
552.0,352.0
552.0,356.0
552.0,356.0
548.0,352.0
548.0,352.0
548.0,352.0
552.0,352.0
552.0,352.0
556.0,352.0
556.0,352.0
552.0,356.0
552.0,356.0
560.0,356.0
556.0,356.0
560.0,356.0
560.0,356.0
560.0,360.0
560.0,356.0
560.0,360.0
560.0,360.0
560.0,360.0
564.0,360.0
564.0,360.0
564.0,360.0
564.0,360.0
564.0,360.0
564.0,360.0
564.0,360.0
560.0,360.0
568.0,360.0
560.0,360.0
564.0,360.0
564.0,360.0
564.0,360.0
564.0,360.0
568.0,360.0
568.0,360.0
568.0,360.0
568.0,360.0
568.0,360.0
576.0,372.0
580.0,372.0
572.0,372.0
580.0,368.0
580.0,368.0
574.0,368.0
576.0,372.0
576.0,372.0
576.0,372.0
576.0,372.0
580.0,372.0
580.0,372.0
578.0,376.0
584.0,376.0
584.0,372.0
584.0,376.0
588.0,376.0
584.0,380.0
584.0,380.0
584.0,380.0
592.0,384.0
588.0,384.0
588.0,384.0
590.0,384.0
590.0,384.0
590.0,384.0
592.0,384.0
592.0,384.0
592.0,384.0
592.0,384.0
600.0,384.0
600.0,384.0
600.0,384.0
600.0,384.0
596.0,384.0
596.0,384.0
596.0,384.0
598.0,384.0
604.0,384.0
598.0,384.0
600.0,384.0
602.0,384.0
602.0,384.0
602.0,384.0
603.0,384.0
606.0,384.0
606.0,384.0
608.0,384.0
608.0,384.0
608.0,384.0
